"","baker.season.episode","X","baker","signature","technical.rank","showstopper","episode","signatuare.name","technical.name","showstopper.name","season","result","status"
"778","Tom_12_1",755,"Tom","Black Forest Mini Rolls","5th","Classically Spectacular Showstopper",1,"Mini Swiss Roll ","Malt Loaf ","Anti Gravity Illusion Cake ",12,"OUT",""
"779","Tom_7_1",373,"Tom","G&T Drizzle Cake","2nd","Black Forest Broken Mirror",1,"Drizzle Cake ","12 Jaffa Cakes ","Mirror Glaze Cake ",7,"",""
"780","Tom_7_2",384,"Tom","Chai Frappelatteccino Biscuits","7th","Tom and Pod's Near Death Experience",2,"24 Iced Biscuits ","12 Viennese Whirls ","Gingerbread 3D Scene ",7,"",""
"781","Tom_7_3",394,"Tom","Chocolate Orange and Chilli Swirl Bread","4th","Jörmungandr and Mjölnir",3,"Chocolate Loaf ","Dampfnudel ","Savoury Plaited  Braided  Centrepiece ",7,"SB",""
"782","Tom_7_4",403,"Tom","West Yorkshire Fusion Puddings","5th","Fennel Churros Snake In The Grass",4,"Filled Yorkshire Puddings ","12 Heart Shaped Lace Pancakes ","36 Churros ",7,"","Least Favorite"
"783","Tom_7_5",411,"Tom","Mega Breakfast Bonanzas; Granola Spirals and Wheat Foldovers","4th","Yin and Yang Amuse-bouche",5,"24 Breakfast Pastries ","Bakewell Tart ","48 Filo Amuse Bouche ",7,"","Least Favorite"
"784","Tom_7_6",419,"Tom","Blood Orange Halloween Pumpkin Pie","1st","Floral Tea Cake",6,"Citrus Meringue Pie ","2 Herb Fougasse ","Three Tier Flower Cake ",7,"SB",""
"785","Tom_7_7",425,"Tom","Millionaire's Roulade","5th","Hipster Picnic",7,"Family Sized Roulade ","Marjolaine Dacquoise ","24 Mini Mousse Cakes ",7,"OUT",""
"786","Tom_8_1",448,"Tom","Gilded Pear and Cardamom Cake","7th","'Stack of Books' Cake",1,"Fruity Cake ","12 Chocolate Mini Rolls ","Illusion Cake ",8,"",""
"787","Tom_8_2",459,"Tom","Coffee and Amaretto Kisses","5th","'Drain Pipes and Ladders' Game",2,"24 Sandwich Biscuits ","12 Fortune Cookies ","Biscuit Board Games ",8,"","Favorite"
"788","Tom_8_3",469,"Tom","Orange and Cranberry Teacakes","4th","'Pink & Yellow Rose Centrepiece' Bread Sculpture",3,"12 Teacakes ","Cottage Loaf ","Multicoloured Bread Sculpture ",8,"",""
"789","Tom_8_4",478,"Tom","Stem Ginger Caramel Shortbreads","5th","Hummingbird Cake",4,"18 Millionaire Shortbreads ","12 Stroopwafels ","Caramel Cake ",8,"OUT",""
"790","Ugnė_6_1",299,"Ugnė","Lemon and Thyme Madeira Cake","1st","Falling Cup Gâteau",1,"Madeira Cake ","Frosted Walnut Layer Cake ","Black Forest Gâteau ",6,"","Least Favorite"
"791","Ugnė_6_2",310,"Ugnė","White Wine Biscotti","7th","Baby Climbing into the Cookie Box",2,"24 Biscotti ","8 Arlettes ","36 Biscuits and an Edible Biscuit Box ",6,"",""
"792","Ugnė_6_3",320,"Ugnė","Chocolate Quick Breads with Salted Caramel Sauce","5th","Easter Basket",3,"2 Quick Breads ","4 Baguettes ","3D Bread Sculpture ",6,"",""
"793","Ugnė_6_4",329,"Ugnė","Marula Fruit and Coffee Liqueur Crème Brûlées","2nd","Lime, Coconut and Hazelnut Cheesecakes",4,"12 Crème Brûlées ","Spanische Windtorte ","Three Tiered Cheesecake ",6,"",""
"794","Ugnė_6_5",337,"Ugnė","Chocolate and Hazelnut Sugar-Free Cake","6th","Chocolate, Peanut Butter and Grape Jam Roll",5,"Sugar Free Cake ","12 Gluten Free Pita Bread ","Dairy Free Ice Cream Roll ",6,"OUT",""
"795","Urvashi_2_1",11,"Urvashi","Cherry Blossom CupcakesJapanese Lime Cupcakes","7th","Orange Blossom Celebration Cake",1,"24 Cupcakes ","Coffee and Walnut Battenberg ","Chocolate Tiered Cake ",2,"",""
"796","Urvashi_2_2",22,"Urvashi","Crab, Coriander and Coconut Quiche","7th","Strawberry and Basil TartsElderflower and Honeycomb Tarts",2,"Quiche ","Tarte au Citron ","24 Miniature Sweet Tarts ",2,"",""
"797","Urvashi_2_3",32,"Urvashi","Salt and Peppercorn Loaf","9th","Chilli and Halloumi RollsLemon and Coriander Mini Loaves",3,"Free Form Loaf ","Focaccia ","12 sweet and 12 savoury rolls ",2,"OUT",""
"798","Val_7_1",374,"Val","Mum's Orange and Lemon Drizzle","10th","Chocolate Sponge with Four Fruit Frosting",1,"Drizzle Cake ","12 Jaffa Cakes ","Mirror Glaze Cake ",7,"","Least Favorite"
"799","Val_7_2",385,"Val","Sunday Treat Iced Ice Cream Cone Biscuits","5th","From Holland to New York via Yorkshire",2,"24 Iced Biscuits ","12 Viennese Whirls ","Gingerbread 3D Scene ",7,"","Least Favorite"
"800","Val_7_3",395,"Val","Double Chocolate Cinnamon Twist Loaf","1st","""And They All Went Into The Ark To Get Out Of The Rain""",3,"Chocolate Loaf ","Dampfnudel ","Savoury Plaited  Braided  Centrepiece ",7,"","Least Favorite"
"801","Val_7_4",404,"Val","Mum's Chilli Yorkshire Puddings","6th","Orange Chocolate Churros",4,"Filled Yorkshire Puddings ","12 Heart Shaped Lace Pancakes ","36 Churros ",7,"",""
"802","Val_7_5",412,"Val","Pecan and Maple Syrup Pinwheels and Apple, Sultana and Cinnamon Swirls","7th","Caramelised Red Onion, Goats Cheese Tartlets and Mincemeat and Apple Spiced Parcels",5,"24 Breakfast Pastries ","Bakewell Tart ","48 Filo Amuse Bouche ",7,"OUT",""
"803","Victoria_3_1",72,"Victoria","Pear and Pecan Upside Down Cake","4th","Blackbird Pie Cake",1,"Upside Down Cake ","4 Rum Babas ","Hidden Design Cake ",3,"SB",""
"804","Victoria_3_2",83,"Victoria","Coriander and Lemon NaanGarlic and Parsnip Chapatis","7th","Saffron and Golden Raisin Bagels; Porcini Bagels",2,"2 Flatbreads  6 Leavened and 6 Unleavened ","Eight Stranded Plaited Loaf ","4 Bagels  12 Sweet and 12 Savoury ",3,"","Least Favorite"
"805","Victoria_3_3",93,"Victoria","Fig, Walnut and Pink Peppercorn Tarte Tatin","4th","Tropical Fruit Tart with Black Pepper Crust",3,"Tarte Tatin ","Treacle Tart ","Designer Fruit Tart ",3,"OUT",""
"806","Yan_8_1",449,"Yan","Windfall Apple Crumble Cake","4th","'Banana-ramen' Cake",1,"Fruity Cake ","12 Chocolate Mini Rolls ","Illusion Cake ",8,"",""
"807","Yan_8_2",460,"Yan","'Mrs. Marian's PB 'n' B' Biscuits","1st","'Adventures in Bakeland' Game",2,"24 Sandwich Biscuits ","12 Fortune Cookies ","Biscuit Board Games ",8,"",""
"808","Yan_8_3",470,"Yan","'Mrs P's' Masala Chai Spiced Teacakes","8th","'Basil the Vegetarian Dragon with his Pumpkin Hoard' Bread Sculpture",3,"12 Teacakes ","Cottage Loaf ","Multicoloured Bread Sculpture ",8,"",""
"809","Yan_8_4",479,"Yan","'Lil' Red's Ginger and Nuts' Millionaire Shortbreads","8th","Animals of the Rainforest Caramel Cake",4,"18 Millionaire Shortbreads ","12 Stroopwafels ","Caramel Cake ",8,"",""
"810","Yan_8_5",487,"Yan","Mango Fruit Hat Steamed School Pudding","6th","'Heart of a Hero' Trifle Terrine",5,"Steamed School Pudding ","6 Molten Chocolate Puddings ","Ornamental Trifle Terrine ",8,"",""
"811","Yan_8_6",494,"Yan","'πr2' Decorative Pies","1st","Chequerboard Pie",6,"4 Shortcrust Savoury Pies ","12 Pastéis de Nata ","Family Sized Hand Raised Pie ",8,"","Favorite"
"812","Yan_8_7",500,"Yan","Cannoli Cocktails","5th","Canadian-Style Sfogliatelle",7,"18 Cannolis ","Pizza Margherita ","24 Sfogliatelle ",8,"OUT",""
"813","Yasmin_2_1",12,"Yasmin","Cardamom and Pomegranate Cupcakes","5th","",1,"24 Cupcakes ","Coffee and Walnut Battenberg ","Chocolate Tiered Cake ",2,"",""
"814","Yasmin_2_2",23,"Yasmin","Smoked Haddock and Watercress Quiche","6th","Chocolate and Orange with Cinnamon-Orange Pastry TartsBlueberry and Hazelnut with Hazelnut Pastry Tarts",2,"Quiche ","Tarte au Citron ","24 Miniature Sweet Tarts ",2,"",""
"815","Yasmin_2_3",33,"Yasmin","Egyptian Dukkah Loaf with Mixed Spices","2nd","Pesto BreadSweet Coconut Rolls",3,"Free Form Loaf ","Focaccia ","12 sweet and 12 savoury rolls ",2,"SB",""
"816","Yasmin_2_4",41,"Yasmin","Chocolate Chip and Pistachio Biscotti","6th","Chocolate and Lime MacaronsCoffee and Walnut MacaronsPineapple and Coconut Macarons",4,"12 Biscuits ","24 Brandy Snaps ","Macarons ",2,"","Least Favorite"
"817","Yasmin_2_5",48,"Yasmin","Family Fish Pie","5th","Peach and Raspberry Meringue Pie",5,"Family Pie ","6 Miniature Pork Pie ","Meringue Pie ",2,"","Least Favorite"
"818","Yasmin_2_6",53,"Yasmin","Baked Amaretto Cheesecake","2nd","Rose Croquembouche",6,"Baked Cheesecake ","Chocolate Roulade ","Croquembouche ",2,"OUT",""
